# Model Spectrum: Old Kurucz model T = 3500.0 log(g) = 5.00000 z = 0.00
# No ISM extinction
# Normalization: A0V magnitude 9.000000 for filter 2MASS J
# 
# Wavelength (microns)   F_lambda (W/m^2/micron)   F_nu (Jy)
    84.58000183  2.245350e-19  5.357951e-04
    84.62000275  2.241091e-19  5.352848e-04
    84.66000366  2.236843e-19  5.347753e-04
    84.69999695  2.232604e-19  5.342663e-04
    84.73999786  2.228376e-19  5.337583e-04
    84.77999878  2.224157e-19  5.332509e-04
    84.81999969  2.219949e-19  5.327442e-04
    84.86000061  2.215750e-19  5.322383e-04
    84.90000153  2.211561e-19  5.317331e-04
    84.94000244  2.207383e-19  5.312286e-04
    84.98000336  2.203214e-19  5.307248e-04
    85.01999664  2.199054e-19  5.302216e-04
    85.05999756  2.194905e-19  5.297193e-04
    85.09999847  2.190766e-19  5.292176e-04
    85.13999939  2.186636e-19  5.287167e-04
    85.18000031  2.182516e-19  5.282165e-04
    85.22000122  2.178406e-19  5.277170e-04
    85.26000214  2.174305e-19  5.272182e-04
    85.30000305  2.170214e-19  5.267201e-04
    85.33999634  2.166132e-19  5.262226e-04
    85.37999725  2.162060e-19  5.257259e-04
    85.41999817  2.157998e-19  5.252299e-04
    85.45999908  2.153945e-19  5.247346e-04
    85.50000000  2.149902e-19  5.242400e-04
    85.54000092  2.145868e-19  5.237461e-04
    85.58000183  2.141844e-19  5.232529e-04
    85.62000275  2.137829e-19  5.227604e-04
    85.66000366  2.133823e-19  5.222686e-04
    85.69999695  2.129827e-19  5.217774e-04
    85.73999786  2.125840e-19  5.212869e-04
    85.77999878  2.121863e-19  5.207972e-04
    85.81999969  2.117895e-19  5.203082e-04
    85.86000061  2.113935e-19  5.198198e-04
    85.90000153  2.109986e-19  5.193321e-04
    85.94000244  2.106045e-19  5.188451e-04
    85.98000336  2.102114e-19  5.183588e-04
    86.01999664  2.098192e-19  5.178731e-04
    86.05999756  2.094279e-19  5.173881e-04
    86.09999847  2.090375e-19  5.169038e-04
    86.13999939  2.086480e-19  5.164203e-04
    86.18000031  2.082594e-19  5.159373e-04
    86.22000122  2.078718e-19  5.154551e-04
    86.26000214  2.074850e-19  5.149735e-04
    86.30000305  2.070991e-19  5.144926e-04
    86.33999634  2.067141e-19  5.140123e-04
    86.37999725  2.063300e-19  5.135327e-04
    86.41999817  2.059469e-19  5.130539e-04
    86.45999908  2.055645e-19  5.125756e-04
    86.50000000  2.051831e-19  5.120981e-04
    86.54000092  2.048026e-19  5.116212e-04
    86.58000183  2.044229e-19  5.111450e-04
    86.62000275  2.040442e-19  5.106694e-04
    86.66000366  2.036663e-19  5.101945e-04
    86.69999695  2.032892e-19  5.097202e-04
    86.73999786  2.029131e-19  5.092466e-04
    86.77999878  2.025378e-19  5.087737e-04
    86.81999969  2.021634e-19  5.083015e-04
    86.86000061  2.017898e-19  5.078298e-04
    86.90000153  2.014171e-19  5.073589e-04
    86.94000244  2.010453e-19  5.068886e-04
    86.98000336  2.006743e-19  5.064190e-04
    87.01999664  2.003042e-19  5.059499e-04
    87.05999756  1.999349e-19  5.054815e-04
    87.09999847  1.995665e-19  5.050138e-04
    87.13999939  1.991989e-19  5.045468e-04
    87.18000031  1.988322e-19  5.040804e-04
    87.22000122  1.984663e-19  5.036146e-04
    87.26000214  1.981013e-19  5.031495e-04
    87.30000305  1.977371e-19  5.026850e-04
    87.33999634  1.973737e-19  5.022211e-04
    87.37999725  1.970112e-19  5.017579e-04
    87.41999817  1.966495e-19  5.012953e-04
    87.45999908  1.962886e-19  5.008334e-04
    87.50000000  1.959286e-19  5.003722e-04
    87.54000092  1.955693e-19  4.999115e-04
    87.58000183  1.952109e-19  4.994515e-04
    87.62000275  1.948534e-19  4.989921e-04
    87.66000366  1.944966e-19  4.985334e-04
    87.69999695  1.941406e-19  4.980752e-04
    87.73999786  1.937855e-19  4.976177e-04
    87.77999878  1.934312e-19  4.971609e-04
    87.81999969  1.930777e-19  4.967046e-04
    87.86000061  1.927249e-19  4.962490e-04
    87.90000153  1.923730e-19  4.957940e-04
    87.94000244  1.920219e-19  4.953397e-04
    87.98000336  1.916717e-19  4.948860e-04
    88.01999664  1.913221e-19  4.944327e-04
    88.05999756  1.909734e-19  4.939803e-04
    88.09999847  1.906255e-19  4.935284e-04
    88.13999939  1.902784e-19  4.930772e-04
    88.18000031  1.899321e-19  4.926265e-04
    88.22000122  1.895865e-19  4.921765e-04
    88.26000214  1.892418e-19  4.917271e-04
    88.30000305  1.888978e-19  4.912783e-04
    88.33999634  1.885546e-19  4.908301e-04
    88.37999725  1.882122e-19  4.903825e-04
    88.41999817  1.878705e-19  4.899355e-04
    88.45999908  1.875297e-19  4.894892e-04
    88.50000000  1.871895e-19  4.890434e-04
    88.54000092  1.868502e-19  4.885983e-04
    88.58000183  1.865117e-19  4.881538e-04
    88.62000275  1.861739e-19  4.877098e-04
    88.66000366  1.858368e-19  4.872666e-04
    88.69999695  1.855006e-19  4.868237e-04
    88.73999786  1.851651e-19  4.863817e-04
    88.77999878  1.848303e-19  4.859401e-04
    88.81999969  1.844963e-19  4.854992e-04
    88.86000061  1.841631e-19  4.850589e-04
    88.90000153  1.838306e-19  4.846192e-04
    88.94000244  1.834988e-19  4.841800e-04
    88.98000336  1.831678e-19  4.837415e-04
    89.01999664  1.828376e-19  4.833035e-04
    89.05999756  1.825081e-19  4.828662e-04
    89.09999847  1.821793e-19  4.824294e-04
    89.13999939  1.818513e-19  4.819933e-04
    89.18000031  1.815240e-19  4.815577e-04
    89.22000122  1.811975e-19  4.811227e-04
    89.26000214  1.808717e-19  4.806883e-04
    89.30000305  1.805466e-19  4.802545e-04
    89.33999634  1.802222e-19  4.798212e-04
    89.37999725  1.798986e-19  4.793886e-04
    89.41999817  1.795757e-19  4.789566e-04
    89.45999908  1.792535e-19  4.785251e-04
    89.50000000  1.789320e-19  4.780942e-04
    89.54000092  1.786113e-19  4.776639e-04
    89.58000183  1.782913e-19  4.772342e-04
    89.62000275  1.779720e-19  4.768050e-04
    89.66000366  1.776534e-19  4.763765e-04
    89.69999695  1.773355e-19  4.759484e-04
    89.73999786  1.770183e-19  4.755210e-04
    89.77999878  1.767019e-19  4.750941e-04
    89.81999969  1.763861e-19  4.746679e-04
    89.86000061  1.760711e-19  4.742421e-04
    89.90000153  1.757567e-19  4.738170e-04
    89.94000244  1.754431e-19  4.733925e-04
    89.98000336  1.751301e-19  4.729685e-04
    90.01999664  1.748179e-19  4.725450e-04
    90.05999756  1.745063e-19  4.721221e-04
    90.09999847  1.741955e-19  4.716998e-04
    90.13999939  1.738853e-19  4.712781e-04
    90.18000031  1.735758e-19  4.708569e-04
    90.22000122  1.732670e-19  4.704363e-04
    90.26000214  1.729589e-19  4.700163e-04
    90.30000305  1.726515e-19  4.695968e-04
    90.33999634  1.723447e-19  4.691778e-04
    90.37999725  1.720387e-19  4.687594e-04
    90.41999817  1.717333e-19  4.683416e-04
    90.45999908  1.714286e-19  4.679244e-04
    90.50000000  1.711246e-19  4.675077e-04
    90.54000092  1.708212e-19  4.670916e-04
    90.58000183  1.705185e-19  4.666760e-04
    90.62000275  1.702165e-19  4.662610e-04
    90.66000366  1.699152e-19  4.658465e-04
    90.69999695  1.696145e-19  4.654325e-04
    90.73999786  1.693144e-19  4.650192e-04
    90.77999878  1.690151e-19  4.646063e-04
    90.81999969  1.687164e-19  4.641941e-04
    90.86000061  1.684184e-19  4.637823e-04
    90.90000153  1.681210e-19  4.633711e-04
    90.94000244  1.678243e-19  4.629605e-04
    90.98000336  1.675282e-19  4.625505e-04
    91.01999664  1.672328e-19  4.621408e-04
    91.05999756  1.669380e-19  4.617318e-04
    91.09999847  1.666439e-19  4.613233e-04
    91.13999939  1.663504e-19  4.609154e-04
    91.18000031  1.660576e-19  4.605080e-04
    91.22000122  1.657654e-19  4.601012e-04
    91.26000214  1.654739e-19  4.596949e-04
    91.30000305  1.651830e-19  4.592891e-04
    91.33999634  1.648927e-19  4.588838e-04
    91.37999725  1.646031e-19  4.584791e-04
    91.41999817  1.643141e-19  4.580749e-04
    91.45999908  1.640257e-19  4.576713e-04
    91.50000000  1.637380e-19  4.572682e-04
    91.54000092  1.634509e-19  4.568656e-04
    91.58000183  1.631644e-19  4.564636e-04
    91.62000275  1.628786e-19  4.560621e-04
    91.66000366  1.625934e-19  4.556610e-04
    91.69999695  1.623088e-19  4.552605e-04
    91.73999786  1.620248e-19  4.548606e-04
    91.77999878  1.617415e-19  4.544612e-04
    91.81999969  1.614587e-19  4.540623e-04
    91.86000061  1.611766e-19  4.536640e-04
    91.90000153  1.608951e-19  4.532661e-04
    91.94000244  1.606143e-19  4.528688e-04
    91.98000336  1.603340e-19  4.524720e-04
    92.01999664  1.600543e-19  4.520757e-04
    92.05999756  1.597753e-19  4.516799e-04
    92.09999847  1.594968e-19  4.512847e-04
    92.13999939  1.592190e-19  4.508900e-04
    92.18000031  1.589418e-19  4.504958e-04
    92.22000122  1.586651e-19  4.501021e-04
    92.26000214  1.583891e-19  4.497089e-04
    92.30000305  1.581137e-19  4.493162e-04
    92.33999634  1.578388e-19  4.489240e-04
    92.37999725  1.575646e-19  4.485324e-04
    92.41999817  1.572910e-19  4.481413e-04
    92.45999908  1.570179e-19  4.477507e-04
    92.50000000  1.567455e-19  4.473606e-04
    92.54000092  1.564736e-19  4.469710e-04
    92.58000183  1.562023e-19  4.465819e-04
    92.62000275  1.559316e-19  4.461933e-04
    92.66000366  1.556615e-19  4.458052e-04
    92.69999695  1.553920e-19  4.454176e-04
    92.73999786  1.551231e-19  4.450305e-04
    92.77999878  1.548547e-19  4.446440e-04
    92.81999969  1.545869e-19  4.442579e-04
    92.86000061  1.543197e-19  4.438724e-04
    92.90000153  1.540531e-19  4.434873e-04
    92.94000244  1.537870e-19  4.431027e-04
    92.98000336  1.535216e-19  4.427187e-04
    93.01999664  1.532567e-19  4.423350e-04
    93.05999756  1.529924e-19  4.419520e-04
    93.09999847  1.527286e-19  4.415694e-04
    93.13999939  1.524654e-19  4.411873e-04
    93.18000031  1.522028e-19  4.408057e-04
    93.22000122  1.519407e-19  4.404247e-04
    93.26000214  1.516792e-19  4.400441e-04
    93.30000305  1.514183e-19  4.396640e-04
    93.33999634  1.511579e-19  4.392843e-04
    93.37999725  1.508981e-19  4.389052e-04
    93.41999817  1.506388e-19  4.385265e-04
    93.45999908  1.503801e-19  4.381484e-04
    93.50000000  1.501220e-19  4.377707e-04
    93.54000092  1.498644e-19  4.373936e-04
    93.58000183  1.496073e-19  4.370169e-04
    93.62000275  1.493508e-19  4.366407e-04
    93.66000366  1.490949e-19  4.362650e-04
    93.69999695  1.488395e-19  4.358897e-04
    93.73999786  1.485846e-19  4.355149e-04
    93.77999878  1.483303e-19  4.351407e-04
    93.81999969  1.480766e-19  4.347669e-04
    93.86000061  1.478233e-19  4.343936e-04
    93.90000153  1.475707e-19  4.340208e-04
    93.94000244  1.473185e-19  4.336484e-04
    93.98000336  1.470669e-19  4.332766e-04
    94.01999664  1.468158e-19  4.329051e-04
    94.05999756  1.465653e-19  4.325342e-04
    94.09999847  1.463153e-19  4.321637e-04
    94.13999939  1.460658e-19  4.317938e-04
    94.18000031  1.458169e-19  4.314243e-04
    94.22000122  1.455685e-19  4.310553e-04
    94.26000214  1.453206e-19  4.306867e-04
    94.30000305  1.450733e-19  4.303186e-04
    94.33999634  1.448265e-19  4.299510e-04
    94.37999725  1.445802e-19  4.295838e-04
    94.41999817  1.443344e-19  4.292172e-04
    94.45999908  1.440891e-19  4.288510e-04
    94.50000000  1.438444e-19  4.284853e-04
    94.54000092  1.436002e-19  4.281200e-04
    94.58000183  1.433565e-19  4.277552e-04
    94.62000275  1.431133e-19  4.273908e-04
    94.66000366  1.428706e-19  4.270270e-04
    94.69999695  1.426285e-19  4.266635e-04
    94.73999786  1.423868e-19  4.263006e-04
    94.77999878  1.421457e-19  4.259381e-04
    94.81999969  1.419051e-19  4.255761e-04
    94.86000061  1.416650e-19  4.252145e-04
    94.90000153  1.414254e-19  4.248534e-04
    94.94000244  1.411863e-19  4.244928e-04
    94.98000336  1.409477e-19  4.241326e-04
    95.01999664  1.407096e-19  4.237728e-04
    95.05999756  1.404720e-19  4.234135e-04
    95.09999847  1.402349e-19  4.230547e-04
    95.13999939  1.399983e-19  4.226963e-04
    95.18000031  1.397623e-19  4.223384e-04
    95.22000122  1.395267e-19  4.219810e-04
    95.26000214  1.392916e-19  4.216240e-04
    95.30000305  1.390570e-19  4.212674e-04
    95.33999634  1.388229e-19  4.209113e-04
    95.37999725  1.385892e-19  4.205556e-04
    95.41999817  1.383561e-19  4.202004e-04
    95.45999908  1.381235e-19  4.198457e-04
    95.50000000  1.378913e-19  4.194914e-04
    95.54000092  1.376597e-19  4.191375e-04
    95.58000183  1.374285e-19  4.187841e-04
    95.62000275  1.371978e-19  4.184311e-04
    95.66000366  1.369676e-19  4.180786e-04
    95.69999695  1.367379e-19  4.177265e-04
    95.73999786  1.365086e-19  4.173748e-04
    95.77999878  1.362799e-19  4.170236e-04
    95.81999969  1.360516e-19  4.166729e-04
    95.86000061  1.358238e-19  4.163226e-04
    95.90000153  1.355965e-19  4.159727e-04
    95.94000244  1.353696e-19  4.156233e-04
    95.98000336  1.351432e-19  4.152743e-04
    96.01999664  1.349173e-19  4.149257e-04
    96.05999756  1.346919e-19  4.145776e-04
    96.09999847  1.344669e-19  4.142299e-04
    96.13999939  1.342424e-19  4.138827e-04
    96.18000031  1.340184e-19  4.135359e-04
    96.22000122  1.337948e-19  4.131895e-04
    96.26000214  1.335717e-19  4.128436e-04
    96.30000305  1.333491e-19  4.124981e-04
    96.33999634  1.331269e-19  4.121530e-04
    96.37999725  1.329052e-19  4.118083e-04
    96.41999817  1.326840e-19  4.114641e-04
    96.45999908  1.324632e-19  4.111204e-04
    96.50000000  1.322429e-19  4.107770e-04
    96.54000092  1.320230e-19  4.104341e-04
    96.58000183  1.318036e-19  4.100916e-04
    96.62000275  1.315846e-19  4.097495e-04
    96.66000366  1.313661e-19  4.094079e-04
    96.69999695  1.311481e-19  4.090667e-04
    96.73999786  1.309305e-19  4.087259e-04
    96.77999878  1.307133e-19  4.083855e-04
    96.81999969  1.304966e-19  4.080456e-04
    96.86000061  1.302804e-19  4.077061e-04
    96.90000153  1.300646e-19  4.073670e-04
    96.94000244  1.298492e-19  4.070283e-04
    96.98000336  1.296343e-19  4.066901e-04
    97.01999664  1.294198e-19  4.063522e-04
    97.05999756  1.292058e-19  4.060148e-04
    97.09999847  1.289922e-19  4.056778e-04
    97.13999939  1.287791e-19  4.053412e-04
    97.18000031  1.285664e-19  4.050051e-04
    97.22000122  1.283541e-19  4.046693e-04
    97.26000214  1.281423e-19  4.043340e-04
    97.30000305  1.279309e-19  4.039991e-04
    97.33999634  1.277199e-19  4.036646e-04
    97.37999725  1.275094e-19  4.033305e-04
    97.41999817  1.272993e-19  4.029969e-04
    97.45999908  1.270897e-19  4.026636e-04
    97.50000000  1.268805e-19  4.023308e-04
    97.54000092  1.266717e-19  4.019983e-04
    97.58000183  1.264633e-19  4.016663e-04
    97.62000275  1.262554e-19  4.013347e-04
    97.66000366  1.260479e-19  4.010036e-04
    97.69999695  1.258408e-19  4.006727e-04
    97.73999786  1.256341e-19  4.003423e-04
    97.77999878  1.254279e-19  4.000123e-04
    97.81999969  1.252221e-19  3.996828e-04
    97.86000061  1.250167e-19  3.993536e-04
    97.90000153  1.248117e-19  3.990249e-04
    97.94000244  1.246072e-19  3.986966e-04
    97.98000336  1.244030e-19  3.983686e-04
    98.01999664  1.241993e-19  3.980410e-04
    98.05999756  1.239960e-19  3.977139e-04
    98.09999847  1.237931e-19  3.973872e-04
    98.13999939  1.235907e-19  3.970608e-04
    98.18000031  1.233886e-19  3.967349e-04
    98.22000122  1.231870e-19  3.964094e-04
    98.26000214  1.229857e-19  3.960842e-04
    98.30000305  1.227849e-19  3.957595e-04
    98.33999634  1.225845e-19  3.954351e-04
    98.37999725  1.223845e-19  3.951112e-04
    98.41999817  1.221849e-19  3.947876e-04
    98.45999908  1.219857e-19  3.944645e-04
    98.50000000  1.217869e-19  3.941417e-04
    98.54000092  1.215885e-19  3.938194e-04
    98.58000183  1.213906e-19  3.934974e-04
    98.62000275  1.211930e-19  3.931759e-04
    98.66000366  1.209958e-19  3.928547e-04
    98.69999695  1.207991e-19  3.925338e-04
    98.73999786  1.206027e-19  3.922135e-04
    98.77999878  1.204067e-19  3.918935e-04
    98.81999969  1.202111e-19  3.915739e-04
    98.86000061  1.200160e-19  3.912546e-04
    98.90000153  1.198212e-19  3.909358e-04
    98.94000244  1.196268e-19  3.906174e-04
    98.98000336  1.194328e-19  3.902993e-04
    99.01999664  1.192392e-19  3.899816e-04
    99.05999756  1.190460e-19  3.896643e-04
    99.09999847  1.188532e-19  3.893475e-04
    99.13999939  1.186607e-19  3.890309e-04
    99.18000031  1.184687e-19  3.887148e-04
    99.22000122  1.182770e-19  3.883991e-04
    99.26000214  1.180858e-19  3.880837e-04
    99.30000305  1.178949e-19  3.877688e-04
    99.33999634  1.177044e-19  3.874541e-04
    99.37999725  1.175143e-19  3.871399e-04
    99.41999817  1.173246e-19  3.868261e-04
    99.45999908  1.171352e-19  3.865127e-04
    99.50000000  1.169463e-19  3.861996e-04
    99.54000092  1.167577e-19  3.858869e-04
    99.58000183  1.165695e-19  3.855746e-04
    99.62000275  1.163817e-19  3.852627e-04
    99.66000366  1.161942e-19  3.849512e-04
    99.69999695  1.160071e-19  3.846399e-04
    99.73999786  1.158205e-19  3.843291e-04
    99.77999878  1.156341e-19  3.840187e-04
    99.81999969  1.154482e-19  3.837086e-04
    99.86000061  1.152626e-19  3.833990e-04
    99.90000153  1.150774e-19  3.830897e-04
    99.94000244  1.148926e-19  3.827808e-04
    99.98000336  1.147082e-19  3.824722e-04
   100.01999664  1.145240e-19  3.821639e-04
   100.05999756  1.143403e-19  3.818559e-04
   100.09999847  1.141569e-19  3.815483e-04
   100.13999939  1.139739e-19  3.812411e-04
   100.18000031  1.137912e-19  3.809342e-04
   100.22000122  1.136089e-19  3.806277e-04
   100.26000214  1.134270e-19  3.803216e-04
   100.30000305  1.132454e-19  3.800159e-04
   100.33999634  1.130642e-19  3.797104e-04
   100.37999725  1.128834e-19  3.794054e-04
   100.41999817  1.127029e-19  3.791008e-04
   100.45999908  1.125228e-19  3.787965e-04
   100.50000000  1.123430e-19  3.784926e-04
   100.54000092  1.121636e-19  3.781890e-04
   100.58000183  1.119845e-19  3.778858e-04
   100.62000275  1.118058e-19  3.775830e-04
   100.66000366  1.116275e-19  3.772806e-04
   100.69999695  1.114495e-19  3.769784e-04
   100.73999786  1.112719e-19  3.766767e-04
   100.77999878  1.110946e-19  3.763753e-04
   100.81999969  1.109177e-19  3.760743e-04
   100.86000061  1.107412e-19  3.757736e-04
   100.90000153  1.105649e-19  3.754733e-04
   100.94000244  1.103891e-19  3.751734e-04
   100.98000336  1.102136e-19  3.748738e-04
   101.01999664  1.100384e-19  3.745745e-04
   101.05999756  1.098636e-19  3.742757e-04
   101.09999847  1.096891e-19  3.739772e-04
   101.13999939  1.095150e-19  3.736790e-04
   101.18000031  1.093412e-19  3.733812e-04
   101.22000122  1.091677e-19  3.730837e-04
   101.26000214  1.089947e-19  3.727867e-04
   101.30000305  1.088219e-19  3.724899e-04
   101.33999634  1.086495e-19  3.721935e-04
   101.37999725  1.084774e-19  3.718975e-04
   101.41999817  1.083057e-19  3.716018e-04
   101.45999908  1.081343e-19  3.713065e-04
   101.50000000  1.079633e-19  3.710115e-04
   101.54000092  1.077925e-19  3.707169e-04
   101.58000183  1.076222e-19  3.704226e-04
   101.62000275  1.074521e-19  3.701287e-04
   101.66000366  1.072824e-19  3.698351e-04
   101.69999695  1.071131e-19  3.695418e-04
   101.73999786  1.069440e-19  3.692490e-04
   101.77999878  1.067753e-19  3.689564e-04
   101.81999969  1.066070e-19  3.686642e-04
   101.86000061  1.064389e-19  3.683724e-04
   101.90000153  1.062712e-19  3.680809e-04
   101.94000244  1.061038e-19  3.677898e-04
   101.98000336  1.059368e-19  3.674990e-04
   102.01999664  1.057701e-19  3.672084e-04
   102.05999756  1.056037e-19  3.669183e-04
   102.09999847  1.054376e-19  3.666286e-04
   102.13999939  1.052719e-19  3.663391e-04
   102.18000031  1.051064e-19  3.660500e-04
   102.22000122  1.049414e-19  3.657613e-04
   102.26000214  1.047766e-19  3.654729e-04
   102.30000305  1.046121e-19  3.651848e-04
   102.33999634  1.044480e-19  3.648970e-04
   102.37999725  1.042842e-19  3.646096e-04
   102.41999817  1.041207e-19  3.643226e-04
   102.45999908  1.039576e-19  3.640359e-04
   102.50000000  1.037947e-19  3.637495e-04
   102.54000092  1.036322e-19  3.634634e-04
   102.58000183  1.034700e-19  3.631778e-04
   102.62000275  1.033081e-19  3.628924e-04
   102.66000366  1.031466e-19  3.626073e-04
   102.69999695  1.029853e-19  3.623226e-04
   102.73999786  1.028244e-19  3.620382e-04
   102.77999878  1.026637e-19  3.617542e-04
   102.81999969  1.025034e-19  3.614705e-04
   102.86000061  1.023434e-19  3.611872e-04
   102.90000153  1.021837e-19  3.609041e-04
   102.94000244  1.020244e-19  3.606214e-04
   102.98000336  1.018653e-19  3.603391e-04
   103.01999664  1.017065e-19  3.600569e-04
   103.05999756  1.015481e-19  3.597753e-04
   103.09999847  1.013899e-19  3.594939e-04
   103.13999939  1.012321e-19  3.592128e-04
   103.18000031  1.010746e-19  3.589321e-04
   103.22000122  1.009174e-19  3.586517e-04
   103.26000214  1.007604e-19  3.583716e-04
   103.30000305  1.006038e-19  3.580919e-04
   103.33999634  1.004475e-19  3.578124e-04
   103.37999725  1.002915e-19  3.575334e-04
   103.41999817  1.001358e-19  3.572546e-04
   103.45999908  9.998042e-20  3.569761e-04
   103.50000000  9.982532e-20  3.566980e-04
   103.54000092  9.967053e-20  3.564203e-04
   103.58000183  9.951603e-20  3.561428e-04
   103.62000275  9.936183e-20  3.558657e-04
   103.66000366  9.920793e-20  3.555889e-04
   103.69999695  9.905433e-20  3.553123e-04
   103.73999786  9.890102e-20  3.550361e-04
   103.77999878  9.874801e-20  3.547603e-04
   103.81999969  9.859530e-20  3.544847e-04
   103.86000061  9.844288e-20  3.542095e-04
   103.90000153  9.829075e-20  3.539346e-04
   103.94000244  9.813892e-20  3.536601e-04
   103.98000336  9.798739e-20  3.533858e-04
   104.01999664  9.783614e-20  3.531118e-04
   104.05999756  9.768518e-20  3.528382e-04
   104.09999847  9.753451e-20  3.525649e-04
   104.13999939  9.738414e-20  3.522919e-04
   104.18000031  9.723405e-20  3.520192e-04
   104.22000122  9.708426e-20  3.517469e-04
   104.26000214  9.693475e-20  3.514748e-04
   104.30000305  9.678553e-20  3.512031e-04
   104.33999634  9.663660e-20  3.509317e-04
   104.37999725  9.648795e-20  3.506606e-04
   104.41999817  9.633959e-20  3.503898e-04
   104.45999908  9.619151e-20  3.501193e-04
   104.50000000  9.604372e-20  3.498492e-04
   104.54000092  9.589621e-20  3.495793e-04
   104.58000183  9.574898e-20  3.493098e-04
   104.62000275  9.560203e-20  3.490405e-04
   104.66000366  9.545537e-20  3.487716e-04
   104.69999695  9.530899e-20  3.485030e-04
   104.73999786  9.516289e-20  3.482347e-04
   104.77999878  9.501706e-20  3.479667e-04
   104.81999969  9.487152e-20  3.476990e-04
   104.86000061  9.472626e-20  3.474317e-04
   104.90000153  9.458127e-20  3.471646e-04
   104.94000244  9.443656e-20  3.468978e-04
   104.98000336  9.429213e-20  3.466314e-04
   105.01999664  9.414797e-20  3.463652e-04
   105.05999756  9.400409e-20  3.460994e-04
   105.09999847  9.386047e-20  3.458338e-04
   105.13999939  9.371714e-20  3.455686e-04
   105.18000031  9.357408e-20  3.453037e-04
   105.22000122  9.343129e-20  3.450391e-04
   105.26000214  9.328878e-20  3.447748e-04
   105.30000305  9.314653e-20  3.445107e-04
   105.33999634  9.300456e-20  3.442470e-04
   105.37999725  9.286285e-20  3.439836e-04
   105.41999817  9.272141e-20  3.437204e-04
   105.45999908  9.258026e-20  3.434577e-04
   105.50000000  9.243936e-20  3.431951e-04
   105.54000092  9.229873e-20  3.429329e-04
   105.58000183  9.215837e-20  3.426710e-04
   105.62000275  9.201827e-20  3.424094e-04
   105.66000366  9.187844e-20  3.421481e-04
   105.69999695  9.173887e-20  3.418870e-04
   105.73999786  9.159957e-20  3.416263e-04
   105.77999878  9.146054e-20  3.413659e-04
   105.81999969  9.132177e-20  3.411058e-04
   105.86000061  9.118325e-20  3.408460e-04
   105.90000153  9.104501e-20  3.405865e-04
   105.94000244  9.090703e-20  3.403272e-04
   105.98000336  9.076930e-20  3.400683e-04
   106.01999664  9.063184e-20  3.398096e-04
   106.05999756  9.049463e-20  3.395513e-04
   106.09999847  9.035769e-20  3.392932e-04
   106.13999939  9.022100e-20  3.390354e-04
   106.18000031  9.008458e-20  3.387780e-04
   106.22000122  8.994840e-20  3.385208e-04
   106.26000214  8.981248e-20  3.382639e-04
   106.30000305  8.967683e-20  3.380073e-04
   106.33999634  8.954143e-20  3.377510e-04
   106.37999725  8.940628e-20  3.374950e-04
   106.41999817  8.927139e-20  3.372392e-04
   106.45999908  8.913675e-20  3.369838e-04
   106.50000000  8.900238e-20  3.367287e-04
   106.54000092  8.886824e-20  3.364738e-04
   106.58000183  8.873436e-20  3.362193e-04
   106.62000275  8.860074e-20  3.359650e-04
   106.66000366  8.846736e-20  3.357110e-04
   106.69999695  8.833423e-20  3.354572e-04
   106.73999786  8.820136e-20  3.352038e-04
   106.77999878  8.806874e-20  3.349507e-04
   106.81999969  8.793637e-20  3.346979e-04
   106.86000061  8.780423e-20  3.344453e-04
   106.90000153  8.767236e-20  3.341930e-04
   106.94000244  8.754072e-20  3.339410e-04
   106.98000336  8.740934e-20  3.336893e-04
   107.01999664  8.727820e-20  3.334379e-04
   107.05999756  8.714731e-20  3.331867e-04
   107.09999847  8.701665e-20  3.329359e-04
   107.13999939  8.688625e-20  3.326853e-04
   107.18000031  8.675609e-20  3.324350e-04
   107.22000122  8.662617e-20  3.321850e-04
   107.26000214  8.649650e-20  3.319353e-04
   107.30000305  8.636707e-20  3.316858e-04
   107.33999634  8.623788e-20  3.314367e-04
   107.37999725  8.610893e-20  3.311878e-04
   107.41999817  8.598022e-20  3.309391e-04
   107.45999908  8.585175e-20  3.306908e-04
   107.50000000  8.572353e-20  3.304428e-04
   107.54000092  8.559554e-20  3.301950e-04
   107.58000183  8.546779e-20  3.299475e-04
   107.62000275  8.534028e-20  3.297003e-04
   107.66000366  8.521301e-20  3.294534e-04
   107.69999695  8.508597e-20  3.292067e-04
   107.73999786  8.495917e-20  3.289603e-04
   107.77999878  8.483260e-20  3.287142e-04
   107.81999969  8.470627e-20  3.284684e-04
   107.86000061  8.458018e-20  3.282228e-04
   107.90000153  8.445432e-20  3.279775e-04
   107.94000244  8.432868e-20  3.277325e-04
   107.98000336  8.420329e-20  3.274877e-04
   108.01999664  8.407813e-20  3.272432e-04
   108.05999756  8.395321e-20  3.269991e-04
   108.09999847  8.382851e-20  3.267551e-04
   108.13999939  8.370404e-20  3.265115e-04
   108.18000031  8.357982e-20  3.262681e-04
   108.22000122  8.345581e-20  3.260250e-04
   108.26000214  8.333203e-20  3.257822e-04
   108.30000305  8.320849e-20  3.255396e-04
   108.33999634  8.308517e-20  3.252973e-04
   108.37999725  8.296208e-20  3.250553e-04
   108.41999817  8.283922e-20  3.248135e-04
   108.45999908  8.271659e-20  3.245720e-04
   108.50000000  8.259418e-20  3.243308e-04
   108.54000092  8.247200e-20  3.240899e-04
   108.58000183  8.235004e-20  3.238492e-04
   108.62000275  8.222831e-20  3.236088e-04
   108.66000366  8.210681e-20  3.233686e-04
