# Model Spectrum: Old Kurucz model T = 3500.0 log(g) = 5.00000 z = 0.00
# No ISM extinction
# Normalization: A0V magnitude 9.000000 for filter 2MASS J
# 
# Wavelength (microns)   F_lambda (W/m^2/micron)   F_nu (Jy)
     5.87000000  8.204350e-15  9.429740e-02
     5.89000000  8.113741e-15  9.389253e-02
     5.91000000  8.040715e-15  9.368044e-02
     5.93000000  7.942190e-15  9.315988e-02
     5.95000000  7.846439e-15  9.265862e-02
     5.97000000  7.774493e-15  9.242725e-02
     5.99000000  7.677559e-15  9.188743e-02
     6.01000000  7.594541e-15  9.150183e-02
     6.03000000  7.501327e-15  9.098127e-02
     6.05000000  7.399703e-15  9.034505e-02
     6.07000000  7.316508e-15  8.992088e-02
     6.09000000  7.240480e-15  8.957385e-02
     6.11000000  7.146710e-15  8.899546e-02
     6.13000000  7.072464e-15  8.864842e-02
     6.15000000  6.991391e-15  8.820498e-02
     6.17000000  6.909701e-15  8.774227e-02
     6.19000000  6.834953e-15  8.735668e-02
     6.21000000  6.756525e-15  8.691323e-02
     6.23000000  6.680453e-15  8.648908e-02
     6.25000000  6.593376e-15  8.591069e-02
     6.27000000  6.514624e-15  8.542869e-02
     6.29000000  6.446966e-15  8.508166e-02
     6.31000000  6.368419e-15  8.458039e-02
     6.33000000  6.305161e-15  8.427192e-02
     6.35000000  6.226803e-15  8.375136e-02
     6.37000000  6.163548e-15  8.342361e-02
     6.39000000  6.086807e-15  8.290305e-02
     6.42000000  5.983776e-15  8.226682e-02
     6.46000000  5.847577e-15  8.139922e-02
     6.50000000  5.715635e-15  8.055092e-02
     6.54000000  5.587825e-15  7.972189e-02
     6.58000000  5.462690e-15  7.889285e-02
     6.62000000  5.340163e-15  7.806382e-02
     6.66000000  5.220177e-15  7.723479e-02
     6.70000000  5.105242e-15  7.644433e-02
     6.74000000  4.992659e-15  7.565385e-02
     6.78000000  4.881113e-15  7.484410e-02
     6.82000000  4.773076e-15  7.405363e-02
     6.86000000  4.670902e-15  7.332099e-02
     6.90000000  4.569558e-15  7.256909e-02
     6.94000000  4.471432e-15  7.183645e-02
     6.98000000  4.375249e-15  7.110382e-02
     7.02000000  4.280962e-15  7.037120e-02
     7.06000000  4.190844e-15  6.967713e-02
     7.10000000  4.101333e-15  6.896378e-02
     7.14000000  4.015826e-15  6.828898e-02
     7.18000000  3.930844e-15  6.759491e-02
     7.22000000  3.849710e-15  6.693939e-02
     7.26000000  3.769026e-15  6.626461e-02
     7.30000000  3.690957e-15  6.560910e-02
     7.34000000  3.613289e-15  6.493429e-02
     7.38000000  3.541329e-15  6.433662e-02
     7.42000000  3.465457e-15  6.364255e-02
     7.46000000  3.398274e-15  6.308344e-02
     7.50000000  3.328214e-15  6.244721e-02
     7.54000000  3.259444e-15  6.181097e-02
     7.58000000  3.198979e-15  6.130969e-02
     7.62000000  3.135619e-15  6.073130e-02
     7.66000000  3.073405e-15  6.015292e-02
     7.70000000  3.013286e-15  5.959379e-02
     7.74000000  2.954241e-15  5.903467e-02
     7.78000000  2.897205e-15  5.849486e-02
     7.82000000  2.840232e-15  5.793575e-02
     7.86000000  2.786136e-15  5.741517e-02
     7.90000000  2.732062e-15  5.687535e-02
     7.94000000  2.679850e-15  5.635479e-02
     7.98000000  2.629453e-15  5.585352e-02
     8.02000000  2.578128e-15  5.531368e-02
     8.06000000  2.530360e-15  5.483170e-02
     8.10000000  2.482525e-15  5.433040e-02
     8.14000000  2.437252e-15  5.386771e-02
     8.18000000  2.391879e-15  5.338572e-02
     8.22000000  2.347271e-15  5.290372e-02
     8.26000000  2.304261e-15  5.244101e-02
     8.30000000  2.261968e-15  5.197828e-02
     8.34000000  2.219548e-15  5.149628e-02
     8.38000000  2.179479e-15  5.105287e-02
     8.42000000  2.140070e-15  5.060943e-02
     8.46000000  2.101306e-15  5.016597e-02
     8.50000000  2.063976e-15  4.974183e-02
     8.54000000  2.027251e-15  4.931767e-02
     8.58000000  1.991905e-15  4.891280e-02
     8.62000000  1.956349e-15  4.848866e-02
     8.66000000  1.922133e-15  4.808377e-02
     8.70000000  1.887699e-15  4.765962e-02
     8.74000000  1.855326e-15  4.727401e-02
     8.78000000  1.822715e-15  4.686915e-02
     8.82000000  1.791360e-15  4.648355e-02
     8.86000000  1.760495e-15  4.609795e-02
     8.90000000  1.730112e-15  4.571236e-02
     8.94000000  1.700202e-15  4.532677e-02
     8.98000000  1.670753e-15  4.494116e-02
     9.02000000  1.643181e-15  4.459414e-02
     9.06000000  1.615324e-15  4.422780e-02
     9.10000000  1.585800e-15  4.380366e-02
     9.14000000  1.560880e-15  4.349520e-02
     9.18000000  1.534276e-15  4.312887e-02
     9.22000000  1.510113e-15  4.282038e-02
     9.26000000  1.484962e-15  4.247336e-02
     9.30000000  1.460855e-15  4.214560e-02
     9.34000000  1.436442e-15  4.179854e-02
     9.38000000  1.413050e-15  4.147082e-02
     9.42000000  1.390002e-15  4.114304e-02
     9.46000000  1.367292e-15  4.081530e-02
     9.50000000  1.345555e-15  4.050681e-02
     9.54000000  1.323499e-15  4.017906e-02
     9.58000000  1.302394e-15  3.987058e-02
     9.62000000  1.281592e-15  3.956210e-02
     9.66000000  1.261091e-15  3.925364e-02
     9.70000000  1.241497e-15  3.896444e-02
     9.74000000  1.221572e-15  3.865596e-02
     9.78000000  1.202536e-15  3.836676e-02
     9.82000000  1.183769e-15  3.807757e-02
     9.86000000  1.165266e-15  3.778838e-02
     9.90000000  1.147023e-15  3.749917e-02
     9.94000000  1.129620e-15  3.722925e-02
     9.98000000  1.111878e-15  3.694005e-02
    10.02000000  1.094959e-15  3.667014e-02
    10.06000042  1.077959e-15  3.638961e-02
    10.10000038  1.061288e-15  3.611232e-02
    10.14000034  1.044940e-15  3.583822e-02
    10.18000031  1.028906e-15  3.556727e-02
    10.22000027  1.013180e-15  3.529942e-02
    10.26000023  9.977540e-16  3.503463e-02
    10.30000019  9.826218e-16  3.477284e-02
    10.34000015  9.677763e-16  3.451401e-02
    10.38000011  9.532112e-16  3.425809e-02
    10.42000008  9.389200e-16  3.400504e-02
    10.46000004  9.248966e-16  3.375483e-02
    10.50000000  9.111351e-16  3.350739e-02
    10.53999996  8.976294e-16  3.326271e-02
    10.57999992  8.843739e-16  3.302072e-02
    10.61999989  8.713631e-16  3.278140e-02
    10.65999985  8.585916e-16  3.254470e-02
    10.69999981  8.460540e-16  3.231059e-02
    10.73999977  8.337453e-16  3.207903e-02
    10.77999973  8.216605e-16  3.184998e-02
    10.81999969  8.097945e-16  3.162341e-02
    10.85999966  7.981428e-16  3.139927e-02
    10.89999962  7.867006e-16  3.117753e-02
    10.93999958  7.754636e-16  3.095817e-02
    10.97999954  7.644270e-16  3.074114e-02
    11.02000046  7.535870e-16  3.052642e-02
    11.06000042  7.429390e-16  3.031396e-02
    11.10000038  7.324792e-16  3.010375e-02
    11.14000034  7.222034e-16  2.989573e-02
    11.18000031  7.121078e-16  2.968990e-02
    11.22000027  7.021887e-16  2.948620e-02
    11.26000023  6.924423e-16  2.928463e-02
    11.30000019  6.828651e-16  2.908514e-02
    11.34000015  6.734534e-16  2.888770e-02
    11.38000011  6.642039e-16  2.869229e-02
    11.42000008  6.551132e-16  2.849889e-02
    11.46000004  6.461782e-16  2.830745e-02
    11.50000000  6.373954e-16  2.811797e-02
    11.53999996  6.287619e-16  2.793040e-02
    11.57999992  6.202746e-16  2.774473e-02
    11.61999989  6.119306e-16  2.756092e-02
    11.65999985  6.037269e-16  2.737896e-02
    11.69999981  5.956607e-16  2.719882e-02
    11.73999977  5.877293e-16  2.702047e-02
    11.77999973  5.799299e-16  2.684389e-02
    11.81999969  5.722600e-16  2.666905e-02
    11.85999966  5.647168e-16  2.649594e-02
    11.89999962  5.572980e-16  2.632453e-02
    11.93999958  5.500011e-16  2.615480e-02
    11.97999954  5.428236e-16  2.598673e-02
    12.02000046  5.357633e-16  2.582030e-02
    12.06000042  5.288178e-16  2.565547e-02
    12.10000038  5.219849e-16  2.549224e-02
    12.14000034  5.152624e-16  2.533058e-02
    12.18000031  5.086481e-16  2.517047e-02
    12.22000027  5.021400e-16  2.501189e-02
    12.26000023  4.957361e-16  2.485483e-02
    12.30000019  4.894343e-16  2.469926e-02
    12.34000015  4.832327e-16  2.454516e-02
    12.38000011  4.771293e-16  2.439252e-02
    12.42000008  4.711224e-16  2.424132e-02
    12.46000004  4.652100e-16  2.409153e-02
    12.50000000  4.593904e-16  2.394315e-02
    12.53999996  4.536619e-16  2.379615e-02
    12.57999992  4.480227e-16  2.365051e-02
    12.61999989  4.424712e-16  2.350623e-02
    12.65999985  4.370057e-16  2.336328e-02
    12.69999981  4.316246e-16  2.322164e-02
    12.73999977  4.263264e-16  2.308131e-02
    12.77999973  4.211096e-16  2.294225e-02
    12.81999969  4.159726e-16  2.280447e-02
    12.85999966  4.109139e-16  2.266794e-02
    12.89999962  4.059322e-16  2.253265e-02
    12.93999958  4.010261e-16  2.239858e-02
    12.97999954  3.961941e-16  2.226571e-02
    13.02000046  3.914349e-16  2.213405e-02
    13.06000042  3.867473e-16  2.200356e-02
    13.10000038  3.821298e-16  2.187423e-02
    13.14000034  3.775813e-16  2.174606e-02
    13.18000031  3.731005e-16  2.161902e-02
    13.22000027  3.686863e-16  2.149311e-02
    13.26000023  3.643374e-16  2.136831e-02
    13.30000019  3.600526e-16  2.124460e-02
    13.34000015  3.558309e-16  2.112198e-02
    13.38000011  3.516710e-16  2.100043e-02
    13.42000008  3.475721e-16  2.087994e-02
    13.46000004  3.435329e-16  2.076050e-02
    13.50000000  3.395524e-16  2.064209e-02
    13.53999996  3.356295e-16  2.052470e-02
    13.57999992  3.317634e-16  2.040832e-02
    13.61999989  3.279530e-16  2.029295e-02
    13.65999985  3.241974e-16  2.017856e-02
    13.69999981  3.204955e-16  2.006515e-02
    13.73999977  3.168465e-16  1.995270e-02
    13.77999973  3.132495e-16  1.984121e-02
    13.81999969  3.097036e-16  1.973066e-02
    13.85999966  3.062079e-16  1.962104e-02
    13.89999962  3.027615e-16  1.951235e-02
    13.93999958  2.993637e-16  1.940457e-02
    13.97999954  2.960136e-16  1.929769e-02
    14.02000046  2.927104e-16  1.919170e-02
    14.06000042  2.894533e-16  1.908659e-02
    14.10000038  2.862415e-16  1.898236e-02
    14.14000034  2.830744e-16  1.887899e-02
    14.18000031  2.799510e-16  1.877646e-02
    14.22000027  2.768708e-16  1.867479e-02
    14.26000023  2.738330e-16  1.857394e-02
    14.30000019  2.708369e-16  1.847392e-02
    14.34000015  2.678818e-16  1.837472e-02
    14.38000011  2.649670e-16  1.827633e-02
    14.42000008  2.620919e-16  1.817873e-02
    14.46000004  2.592559e-16  1.808192e-02
    14.50000000  2.564582e-16  1.798589e-02
    14.53999996  2.536983e-16  1.789063e-02
    14.57999992  2.509756e-16  1.779614e-02
    14.61999989  2.482895e-16  1.770241e-02
    14.65999985  2.456393e-16  1.760942e-02
    14.69999981  2.430245e-16  1.751717e-02
    14.73999977  2.404445e-16  1.742565e-02
    14.77999973  2.378988e-16  1.733486e-02
    14.81999969  2.353868e-16  1.724479e-02
    14.85999966  2.329080e-16  1.715542e-02
    14.89999962  2.304619e-16  1.706676e-02
    14.93999958  2.280479e-16  1.697879e-02
    14.97999954  2.256656e-16  1.689150e-02
    15.02000046  2.233144e-16  1.680490e-02
    15.06000042  2.209939e-16  1.671897e-02
    15.10000038  2.187035e-16  1.663370e-02
    15.14000034  2.164428e-16  1.654909e-02
    15.18000031  2.142114e-16  1.646514e-02
    15.22000027  2.120087e-16  1.638183e-02
    15.26000023  2.098344e-16  1.629916e-02
    15.30000019  2.076880e-16  1.621712e-02
    15.34000015  2.055691e-16  1.613570e-02
    15.38000011  2.034772e-16  1.605491e-02
    15.42000008  2.014120e-16  1.597473e-02
    15.46000004  1.993730e-16  1.589515e-02
    15.50000000  1.973598e-16  1.581617e-02
    15.53999996  1.953721e-16  1.573779e-02
    15.57999992  1.934094e-16  1.566000e-02
    15.61999989  1.914714e-16  1.558279e-02
    15.65999985  1.895577e-16  1.550616e-02
    15.69999981  1.876679e-16  1.543010e-02
    15.73999977  1.858017e-16  1.535460e-02
    15.77999973  1.839588e-16  1.527966e-02
    15.81999969  1.821387e-16  1.520528e-02
    15.85999966  1.803411e-16  1.513144e-02
    15.89999962  1.785657e-16  1.505815e-02
    15.93999958  1.768123e-16  1.498540e-02
    15.97999954  1.750803e-16  1.491318e-02
    16.02000046  1.733696e-16  1.484148e-02
    16.05999947  1.716798e-16  1.477031e-02
    16.10000038  1.700107e-16  1.469966e-02
    16.13999939  1.683618e-16  1.462952e-02
    16.18000031  1.667330e-16  1.455988e-02
    16.21999931  1.651238e-16  1.449075e-02
    16.26000023  1.635341e-16  1.442211e-02
    16.29999924  1.619636e-16  1.435397e-02
    16.34000015  1.604119e-16  1.428631e-02
    16.37999916  1.588789e-16  1.421914e-02
    16.42000008  1.573642e-16  1.415245e-02
    16.45999908  1.558675e-16  1.408622e-02
    16.50000000  1.543887e-16  1.402047e-02
    16.54000092  1.529274e-16  1.395519e-02
    16.57999992  1.514835e-16  1.389036e-02
    16.62000084  1.500566e-16  1.382600e-02
    16.65999985  1.486465e-16  1.376208e-02
    16.70000076  1.472530e-16  1.369861e-02
    16.73999977  1.458759e-16  1.363558e-02
    16.78000069  1.445149e-16  1.357300e-02
    16.81999969  1.431698e-16  1.351085e-02
    16.86000061  1.418403e-16  1.344913e-02
    16.89999962  1.405263e-16  1.338783e-02
    16.94000053  1.392275e-16  1.332697e-02
    16.97999954  1.379438e-16  1.326652e-02
    17.02000046  1.366749e-16  1.320648e-02
    17.05999947  1.354206e-16  1.314686e-02
    17.10000038  1.341807e-16  1.308764e-02
    17.13999939  1.329550e-16  1.302883e-02
    17.18000031  1.317433e-16  1.297042e-02
    17.21999931  1.305454e-16  1.291241e-02
    17.26000023  1.293612e-16  1.285479e-02
    17.29999924  1.281904e-16  1.279756e-02
    17.34000015  1.270329e-16  1.274071e-02
    17.37999916  1.258885e-16  1.268425e-02
    17.42000008  1.247569e-16  1.262817e-02
    17.45999908  1.236381e-16  1.257246e-02
    17.50000000  1.225319e-16  1.251713e-02
    17.54000092  1.214381e-16  1.246216e-02
    17.57999992  1.203564e-16  1.240756e-02
    17.62000084  1.192869e-16  1.235332e-02
    17.65999985  1.182292e-16  1.229944e-02
    17.70000076  1.171833e-16  1.224592e-02
    17.73999977  1.161489e-16  1.219275e-02
    17.78000069  1.151260e-16  1.213993e-02
    17.81999969  1.141144e-16  1.208746e-02
    17.86000061  1.131139e-16  1.203533e-02
    17.89999962  1.121243e-16  1.198354e-02
    17.94000053  1.111456e-16  1.193209e-02
    17.97999954  1.101776e-16  1.188098e-02
    18.02000046  1.092202e-16  1.183019e-02
    18.05999947  1.082732e-16  1.177974e-02
    18.10000038  1.073364e-16  1.172961e-02
    18.13999939  1.064098e-16  1.167980e-02
    18.18000031  1.054932e-16  1.163032e-02
    18.21999931  1.045865e-16  1.158115e-02
    18.26000023  1.036895e-16  1.153230e-02
    18.29999924  1.028022e-16  1.148376e-02
    18.34000015  1.019244e-16  1.143553e-02
    18.37999916  1.010560e-16  1.138760e-02
    18.42000008  1.001968e-16  1.133998e-02
    18.45999908  9.934677e-17  1.129266e-02
    18.50000000  9.850578e-17  1.124565e-02
    18.54000092  9.767369e-17  1.119893e-02
    18.57999992  9.685041e-17  1.115250e-02
    18.62000084  9.603581e-17  1.110636e-02
    18.65999985  9.522979e-17  1.106052e-02
    18.70000076  9.443224e-17  1.101496e-02
    18.73999977  9.364305e-17  1.096968e-02
    18.78000069  9.286211e-17  1.092469e-02
    18.81999969  9.208934e-17  1.087997e-02
    18.86000061  9.132462e-17  1.083554e-02
    18.89999962  9.056783e-17  1.079138e-02
    18.94000053  8.981891e-17  1.074749e-02
    18.97999954  8.907774e-17  1.070387e-02
    19.02000046  8.834423e-17  1.066052e-02
    19.05999947  8.761828e-17  1.061744e-02
    19.10000038  8.689979e-17  1.057462e-02
    19.13999939  8.618868e-17  1.053206e-02
    19.18000031  8.548486e-17  1.048976e-02
    19.21999931  8.478823e-17  1.044772e-02
    19.26000023  8.409871e-17  1.040594e-02
    19.29999924  8.341622e-17  1.036440e-02
    19.34000015  8.274065e-17  1.032312e-02
    19.37999916  8.207194e-17  1.028209e-02
    19.42000008  8.140999e-17  1.024131e-02
    19.45999908  8.075473e-17  1.020077e-02
    19.50000000  8.010607e-17  1.016047e-02
    19.54000092  7.946393e-17  1.012042e-02
    19.57999992  7.882824e-17  1.008060e-02
    19.62000084  7.819892e-17  1.004103e-02
    19.65999985  7.757588e-17  1.000168e-02
    19.70000076  7.695907e-17  9.962574e-03
    19.73999977  7.634839e-17  9.923696e-03
    19.78000069  7.574378e-17  9.885050e-03
    19.81999969  7.514516e-17  9.846630e-03
    19.86000061  7.455247e-17  9.808438e-03
    19.89999962  7.396563e-17  9.770469e-03
    19.94000053  7.338458e-17  9.732725e-03
    19.97999954  7.280924e-17  9.695200e-03
    20.02000046  7.223459e-17  9.657233e-03
    20.05999947  7.166070e-17  9.618828e-03
    20.10000038  7.109250e-17  9.580655e-03
    20.13999939  7.052991e-17  9.542706e-03
    20.18000031  6.997288e-17  9.504984e-03
    20.21999931  6.942134e-17  9.467484e-03
    20.26000023  6.887523e-17  9.430208e-03
    20.29999924  6.833448e-17  9.393149e-03
    20.34000015  6.779902e-17  9.356311e-03
    20.37999916  6.726880e-17  9.319687e-03
    20.42000008  6.674375e-17  9.283279e-03
    20.45999908  6.622382e-17  9.247083e-03
    20.50000000  6.570894e-17  9.211100e-03
    20.54000092  6.519906e-17  9.175326e-03
    20.57999992  6.469411e-17  9.139760e-03
    20.62000084  6.419404e-17  9.104401e-03
    20.65999985  6.369880e-17  9.069246e-03
    20.70000076  6.320832e-17  9.034295e-03
    20.73999977  6.272256e-17  8.999545e-03
    20.78000069  6.224146e-17  8.964997e-03
    20.81999969  6.176495e-17  8.930645e-03
    20.86000061  6.129301e-17  8.896493e-03
    20.89999962  6.082556e-17  8.862535e-03
    20.94000053  6.036256e-17  8.828772e-03
    20.97999954  5.990396e-17  8.795201e-03
    21.02000046  5.944970e-17  8.761822e-03
    21.05999947  5.899975e-17  8.728632e-03
    21.10000038  5.855404e-17  8.695631e-03
    21.13999939  5.811254e-17  8.662816e-03
    21.18000031  5.767518e-17  8.630187e-03
    21.21999931  5.724194e-17  8.597741e-03
    21.26000023  5.681276e-17  8.565480e-03
    21.29999924  5.638760e-17  8.533399e-03
    21.34000015  5.596640e-17  8.501499e-03
    21.37999916  5.554913e-17  8.469776e-03
    21.42000008  5.513574e-17  8.438231e-03
    21.45999908  5.472619e-17  8.406862e-03
    21.50000000  5.432044e-17  8.375669e-03
    21.54000092  5.391844e-17  8.344649e-03
    21.57999992  5.352016e-17  8.313800e-03
    21.62000084  5.312555e-17  8.283123e-03
    21.65999985  5.273456e-17  8.252614e-03
    21.70000076  5.234717e-17  8.222275e-03
    21.73999977  5.196333e-17  8.192102e-03
    21.78000069  5.158300e-17  8.162096e-03
    21.81999969  5.120614e-17  8.132253e-03
    21.86000061  5.083273e-17  8.102575e-03
    21.89999962  5.046271e-17  8.073058e-03
    21.94000053  5.009605e-17  8.043703e-03
    21.97999954  4.973272e-17  8.014507e-03
    22.02000046  4.937267e-17  7.985471e-03
    22.05999947  4.901587e-17  7.956591e-03
    22.10000038  4.866230e-17  7.927870e-03
    22.13999939  4.831191e-17  7.899302e-03
    22.18000031  4.796467e-17  7.870890e-03
    22.21999931  4.762054e-17  7.842629e-03
    22.26000023  4.727949e-17  7.814522e-03
    22.29999924  4.694149e-17  7.786564e-03
    22.34000015  4.660651e-17  7.758758e-03
    22.37999916  4.627451e-17  7.731099e-03
    22.42000008  4.594546e-17  7.703590e-03
    22.45999908  4.561933e-17  7.676225e-03
    22.50000000  4.529609e-17  7.649007e-03
    22.54000092  4.497571e-17  7.621935e-03
    22.57999992  4.465816e-17  7.595003e-03
    22.62000084  4.434340e-17  7.568217e-03
    22.65999985  4.403142e-17  7.541570e-03
    22.70000076  4.372217e-17  7.515066e-03
    22.73999977  4.341563e-17  7.488699e-03
    22.78000069  4.311178e-17  7.462472e-03
    22.81999969  4.281058e-17  7.436382e-03
    22.86000061  4.251201e-17  7.410430e-03
    22.89999962  4.221603e-17  7.384612e-03
    22.94000053  4.192263e-17  7.358930e-03
    22.97999954  4.163178e-17  7.333381e-03
    23.02000046  4.134344e-17  7.307966e-03
    23.05999947  4.105759e-17  7.282682e-03
    23.10000038  4.077421e-17  7.257530e-03
    23.13999939  4.049327e-17  7.232507e-03
    23.18000031  4.021475e-17  7.207614e-03
    23.21999931  3.993861e-17  7.182848e-03
    23.26000023  3.966485e-17  7.158212e-03
    23.29999924  3.939343e-17  7.133700e-03
    23.34000015  3.912432e-17  7.109316e-03
    23.37999916  3.885751e-17  7.085056e-03
    23.42000008  3.859297e-17  7.060920e-03
    23.45999908  3.833068e-17  7.036907e-03
    23.50000000  3.807061e-17  7.013017e-03
    23.54000092  3.781275e-17  6.989248e-03
    23.57999992  3.755706e-17  6.965600e-03
    23.62000084  3.730353e-17  6.942072e-03
    23.65999985  3.705214e-17  6.918662e-03
    23.70000076  3.680287e-17  6.895372e-03
    23.73999977  3.655568e-17  6.872198e-03
    23.78000069  3.631057e-17  6.849141e-03
    23.81999969  3.606751e-17  6.826200e-03
    23.86000061  3.582648e-17  6.803374e-03
    23.89999962  3.558747e-17  6.780663e-03
    23.94000053  3.535044e-17  6.758066e-03
    23.97999954  3.511538e-17  6.735580e-03
    24.02000046  3.488227e-17  6.713208e-03
    24.05999947  3.465110e-17  6.690946e-03
    24.10000038  3.442183e-17  6.668795e-03
    24.13999939  3.419446e-17  6.646754e-03
    24.18000031  3.396897e-17  6.624823e-03
    24.21999931  3.374533e-17  6.602999e-03
    24.26000023  3.352353e-17  6.581284e-03
    24.29999924  3.330354e-17  6.559674e-03
    24.34000015  3.308537e-17  6.538173e-03
    24.37999916  3.286897e-17  6.516775e-03
    24.42000008  3.265434e-17  6.495484e-03
    24.45999908  3.244146e-17  6.474296e-03
    24.50000000  3.223031e-17  6.453213e-03
    24.54000092  3.202088e-17  6.432232e-03
    24.57999992  3.181315e-17  6.411353e-03
    24.62000084  3.160709e-17  6.390576e-03
    24.65999985  3.140271e-17  6.369899e-03
    24.70000076  3.119997e-17  6.349323e-03
    24.73999977  3.099887e-17  6.328846e-03
    24.78000069  3.079938e-17  6.308469e-03
    24.81999969  3.060150e-17  6.288189e-03
    24.86000061  3.040521e-17  6.268008e-03
    24.89999962  3.021048e-17  6.247923e-03
    24.94000053  3.001732e-17  6.227936e-03
    24.97999954  2.982569e-17  6.208043e-03
    25.02000046  2.963560e-17  6.188246e-03
    25.05999947  2.944701e-17  6.168544e-03
    25.10000038  2.925992e-17  6.148935e-03
    25.13999939  2.907432e-17  6.129420e-03
    25.18000031  2.889018e-17  6.109998e-03
    25.21999931  2.870751e-17  6.090668e-03
    25.26000023  2.852627e-17  6.071430e-03
    25.29999924  2.834646e-17  6.052282e-03
    25.34000015  2.816807e-17  6.033226e-03
    25.37999916  2.799107e-17  6.014258e-03
    25.42000008  2.781547e-17  5.995381e-03
    25.45999908  2.764124e-17  5.976592e-03
    25.50000000  2.746837e-17  5.957892e-03
    25.54000092  2.729686e-17  5.939279e-03
    25.57999992  2.712668e-17  5.920753e-03
    25.62000084  2.695782e-17  5.902315e-03
    25.65999985  2.679028e-17  5.883961e-03
    25.70000076  2.662403e-17  5.865694e-03
    25.73999977  2.645908e-17  5.847512e-03
    25.78000069  2.629540e-17  5.829414e-03
    25.81999969  2.613298e-17  5.811399e-03
    25.86000061  2.597182e-17  5.793469e-03
    25.89999962  2.581189e-17  5.775621e-03
    25.94000053  2.565320e-17  5.757856e-03
    25.97999954  2.549572e-17  5.740172e-03
    26.02000046  2.533945e-17  5.722570e-03
    26.05999947  2.518438e-17  5.705049e-03
    26.10000038  2.503049e-17  5.687608e-03
    26.13999939  2.487777e-17  5.670247e-03
    26.18000031  2.472622e-17  5.652966e-03
    26.21999931  2.457582e-17  5.635763e-03
    26.26000023  2.442656e-17  5.618639e-03
    26.29999924  2.427844e-17  5.601593e-03
    26.34000015  2.413143e-17  5.584624e-03
    26.37999916  2.398554e-17  5.567732e-03
    26.42000008  2.384075e-17  5.550918e-03
    26.45999908  2.369705e-17  5.534178e-03
    26.50000000  2.355443e-17  5.517516e-03
    26.54000092  2.341288e-17  5.500928e-03
    26.57999992  2.327239e-17  5.484414e-03
    26.62000084  2.313296e-17  5.467976e-03
    26.65999985  2.299457e-17  5.451610e-03
    26.70000076  2.285721e-17  5.435319e-03
    26.73999977  2.272088e-17  5.419100e-03
    26.78000069  2.258556e-17  5.402954e-03
    26.81999969  2.245124e-17  5.386879e-03
    26.86000061  2.231793e-17  5.370877e-03
    26.89999962  2.218560e-17  5.354945e-03
    26.94000053  2.205425e-17  5.339086e-03
    26.97999954  2.192388e-17  5.323295e-03
    27.02000046  2.179446e-17  5.307575e-03
    27.05999947  2.166600e-17  5.291924e-03
    27.10000038  2.153848e-17  5.276343e-03
    27.13999939  2.141191e-17  5.260831e-03
    27.18000031  2.128626e-17  5.245387e-03
    27.21999931  2.116153e-17  5.230010e-03
    27.26000023  2.103771e-17  5.214702e-03
    27.29999924  2.091480e-17  5.199460e-03
    27.34000015  2.079278e-17  5.184285e-03
    27.37999916  2.067165e-17  5.169177e-03
    27.42000008  2.055141e-17  5.154135e-03
    27.45999908  2.043203e-17  5.139158e-03
    27.50000000  2.031353e-17  5.124246e-03
    27.54000092  2.019588e-17  5.109400e-03
    27.57999992  2.007908e-17  5.094617e-03
    27.62000084  1.996312e-17  5.079899e-03
    27.65999985  1.984800e-17  5.065244e-03
    27.70000076  1.973371e-17  5.050654e-03
    27.73999977  1.962024e-17  5.036125e-03
    27.78000069  1.950759e-17  5.021660e-03
    27.81999969  1.939574e-17  5.007257e-03
    27.86000061  1.928469e-17  4.992916e-03
    27.89999962  1.917444e-17  4.978636e-03
    27.94000053  1.906497e-17  4.964418e-03
    27.97999954  1.895629e-17  4.950260e-03
    28.02000046  1.884837e-17  4.936163e-03
    28.05999947  1.874123e-17  4.922126e-03
    28.10000038  1.863485e-17  4.908149e-03
    28.13999939  1.852921e-17  4.894231e-03
    28.18000031  1.842433e-17  4.880373e-03
    28.21999931  1.832019e-17  4.866573e-03
    28.26000023  1.821678e-17  4.852832e-03
    28.29999924  1.811410e-17  4.839149e-03
    28.34000015  1.801215e-17  4.825524e-03
    28.37999916  1.791091e-17  4.811956e-03
    28.42000008  1.781038e-17  4.798446e-03
    28.45999908  1.771055e-17  4.784992e-03
    28.50000000  1.761143e-17  4.771595e-03
    28.54000092  1.751299e-17  4.758254e-03
    28.57999992  1.741525e-17  4.744969e-03
    28.62000084  1.731818e-17  4.731740e-03
    28.65999985  1.722179e-17  4.718565e-03
    28.70000076  1.712607e-17  4.705446e-03
    28.73999977  1.703101e-17  4.692382e-03
    28.78000069  1.693662e-17  4.679372e-03
    28.81999969  1.684287e-17  4.666416e-03
    28.86000061  1.674978e-17  4.653513e-03
    28.89999962  1.665732e-17  4.640665e-03
    28.94000053  1.656551e-17  4.627869e-03
    28.97999954  1.647432e-17  4.615126e-03
    29.02000046  1.638376e-17  4.602436e-03
    29.05999947  1.629383e-17  4.589798e-03
    29.10000038  1.620451e-17  4.577213e-03
    29.13999939  1.611580e-17  4.564678e-03
    29.18000031  1.602769e-17  4.552196e-03
    29.21999931  1.594019e-17  4.539764e-03
    29.26000023  1.585329e-17  4.527383e-03
    29.29999924  1.576697e-17  4.515053e-03
    29.34000015  1.568125e-17  4.502774e-03
    29.37999916  1.559610e-17  4.490544e-03
    29.42000008  1.551154e-17  4.478364e-03
