#Order, x, y, width
2 0 110.42189207975639 nan
2 1 110.41002825993813 nan
2 2 110.39807866978458 nan
2 3 110.38604399620029 nan
2 4 110.37392492399562 21.551168827039554
2 5 110.36172213589028 21.552638291915198
2 6 110.34943631251686 21.554108340156493
2 7 110.33706813242436 21.555578972186968
2 8 110.32461827208175 21.557050188430605
2 9 110.31208740588146 21.558521989311828
2 10 110.29947620614293 21.559994375255513
2 11 110.28678534311616 21.561467346686985
2 12 110.27401548498526 21.56294090403202
2 13 110.26116729787189 21.56441504771683
2 14 110.24824144583894 21.565889778168103
2 15 110.23523859089393 21.567365095812953
2 16 110.22215939299261 21.56884100107896
2 17 110.20900451004252 21.57031749439416
2 18 110.19577459790642 21.57179457618703
2 19 110.18247031040596 21.573272246886507
2 20 110.1690922993251 21.574750506921983
2 21 110.1556412144137 21.576229356723303
2 22 110.14211770339105 21.577708796720774
2 23 110.12852241194938 21.579188827345142
2 24 110.11485598375744 21.580669449027635
2 25 110.10111906046394 21.582150662199922
2 26 110.08731228170124 21.583632467294127
2 27 110.07343628508873 21.58511486474285
2 28 110.05949170623644 21.58659785497913
2 29 110.04547917874854 21.588081438436486
2 30 110.03139933422692 21.58956561554888
2 31 110.01725280227471 21.591050386750755
2 32 110.00304021049975 21.592535752476994
2 33 109.98876218451822 21.594021713162956
2 34 109.97441934795812 21.595508269244462
2 35 109.96001232246279 21.596995421157796
2 36 109.94554172769449 21.59848316933971
2 37 109.9310081813379 21.599971514227413
2 38 109.91641229910367 21.601460456258586
2 39 109.90175469473196 21.602949995871374
2 40 109.88703597999593 21.604440133504394
2 41 109.87225676470531 21.60593086959673
2 42 109.85741765670997 21.607422204587923
2 43 109.84251926190338 21.608914138918003
2 44 109.82756218422618 21.610406673027455
2 45 109.81254702566972 21.611899807357236
2 46 109.79747438627956 21.61339354234878
2 47 109.78234486415907 21.614887878443994
2 48 109.76715905547289 21.616382816085245
2 49 109.75191755445053 21.617878355715387
2 50 109.73662095338982 21.619374497777745
2 51 109.72126984266055 21.620871242716113
2 52 109.70586481070791 21.622368590974762
2 53 109.69040644405607 21.623866542998442
2 54 109.67489532731172 21.62536509923238
2 55 109.65933204316758 21.626864260122275
2 56 109.64371717240593 21.62836402611431
2 57 109.6280512939022 21.62986439765514
2 58 109.6123349846284 21.6313653751919
2 59 109.5965688196568 21.63286695917222
2 60 109.58075337216326 21.634369150044183
2 61 109.564889213431 21.63587194825638
2 62 109.54897691285397 21.637375354257866
2 63 109.5330170379404 21.638879368498188
2 64 109.51701015431642 21.640383991427367
2 65 109.5009568257295 21.641889223495923
2 66 109.48485761405203 21.643395065154845
2 67 109.46871307928488 21.644901516855615
2 68 109.45252377956083 21.64640857905021
2 69 109.43629027114827 21.64791625219107
