Wavelength,xpos,ypos,order
3.7000000000000024,-0.16942115125722568,191.3446165621108,3.0
3.7500000000000027,-0.24292118643253427,194.1492788743508,3.0
3.8000000000000025,-0.316598236051286,196.95393681530544,3.0
3.8500000000000023,-0.3904482158321237,199.75859048583408,3.0
3.9000000000000026,-0.46446736543358946,202.5632399787965,3.0
3.950000000000003,-0.5386522180479683,205.36788537980388,3.0
4.000000000000003,-0.6129995685984275,208.17252676800393,3.0
4.0500000000000025,-0.687506441149964,210.97716421688597,3.0
4.100000000000003,-0.7621700564955931,213.78179779508122,3.0
4.150000000000003,-0.8369878011286418,216.58642756712877,3.0
4.200000000000003,-0.9119571991647552,219.3910535941696,3.0
4.250000000000003,-0.9870758888597578,222.19567593452567,3.0
4.3000000000000025,-1.0623416054580046,225.00029464412407,3.0
4.350000000000003,-1.1377521720414612,227.8049097767228,3.0
4.400000000000003,-1.213305499661931,230.6095213839073,3.0
4.450000000000003,-1.2889995976861268,233.41412951483528,3.0
4.5000000000000036,-1.36483259433979,236.21873421572948,3.0
4.550000000000003,-1.4408027665133263,239.02333552914104,3.0
4.600000000000003,-1.5169085763431205,241.8279334930468,3.0
4.650000000000003,-1.5931487102957618,244.63252813988396,3.0
4.700000000000003,-1.669522114120879,247.43711949568652,3.0
4.7500000000000036,-1.746028014336521,250.2417075795554,3.0
4.800000000000003,-1.822665913354903,253.04629240377824,3.0
4.850000000000003,-1.8994355414647566,255.8508739750153,3.0
4.900000000000004,-1.9763367440635808,258.65545229708465,3.0
4.950000000000004,-2.0533692771197622,261.46002737601236,3.0
5.0000000000000036,-2.130532477463575,264.26459922817514,3.0
