13476.1 -0.0000427145
13481.1 0.0000698189
13486.1 -0.0000817271
13491.1 -0.0001921531
13496.1 -0.0000558699
13501.1 0.0001578368
13506.1 0.0001366272
13511.1 -0.0000101580
13516.0 0.0000381990
13521.0 0.0000510055
13526.0 0.0000447360
13531.0 -0.0001028350
13536.0 0.0000862139
13541.0 0.0001400459
13546.0 0.0000767930
13551.0 0.0000704200
13556.0 -0.0000355936
13561.0 -0.0000328574
13566.0 -0.0001043511
13570.9 -0.0000388834
13630.8 0.0001262409
13635.8 0.0002675016
13640.8 0.0002999671
13645.8 0.0001970352
13650.8 0.0000136309
13655.8 0.0003875554
13660.8 0.0004534417
13665.8 0.0004206827
13670.8 0.0006834820
13675.8 0.0005035476
13680.7 0.0004835931
13685.7 0.0005075587
13690.7 0.0006363284
13695.7 0.0006968133
13700.7 0.0007671920
13705.7 0.0007250489
13710.7 0.0009217437
13715.7 0.0007315035
13720.7 0.0010146824
13725.7 0.0010392539
13730.7 0.0012307757
13735.7 0.0013748727
13740.6 0.0012874893
13745.6 0.0015763363
13750.6 0.0014691431
13755.6 0.0017388813
13760.6 0.0018743869
13765.6 0.0019740819
13770.6 0.0020734171
13775.6 0.0023264723
13780.6 0.0024684218
13785.6 0.0025615191
13790.6 0.0027500058
13795.5 0.0029395425
13800.5 0.0032410110
13805.5 0.0031911373
13810.5 0.0030573276
13815.5 0.0036019131
13820.5 0.0036954259
13825.5 0.0040103483
13830.5 0.0041122225
13835.5 0.0043324495
13840.5 0.0045269184
13845.5 0.0047784676
13850.4 0.0052020065
13855.4 0.0054542817
13860.4 0.0059289432
13865.4 0.0062540166
13870.4 0.0067800539
13875.4 0.0073931614
13880.4 0.0079031224
13885.4 0.0088116651
13890.4 0.0096311210
13895.3 0.0105195671
13900.3 0.0119101586
13905.2 0.0132190339
13910.1 0.0146231314
13915.0 0.0166493574
13920.0 0.0188069527
13924.9 0.0213589489
13929.8 0.0240121396
13934.8 0.0279411389
13939.7 0.0308612284
13944.6 0.0349557103
13949.5 0.0398833461
13954.5 0.0449903951
13959.4 0.0507362674
13964.6 0.0569804328
13969.7 0.0633745982
13974.9 0.0704614970
13980.0 0.0772236628
13985.2 0.0849731976
13990.3 0.0930471557
13995.5 0.1018632463
14000.6 0.1103963881
14005.8 0.1193599420
14010.9 0.1288645985
14016.1 0.1396955285
14021.2 0.1531919943
14026.4 0.1633540036
14031.5 0.1769581653
14036.7 0.1921190317
14041.9 0.2101880240
14047.0 0.2269905082
14052.2 0.2514669027
14057.3 0.2761749394
14062.5 0.3039348557
14067.6 0.3333164393
14072.8 0.3680514482
14077.9 0.4046312410
14083.1 0.4435921140
14088.2 0.4834466983
14093.4 0.5245733111
14098.7 0.5651129582
14103.9 0.6042718655
14109.1 0.6398152956
14114.3 0.6722741322
14119.5 0.7015326532
14124.7 0.7254597396
14129.9 0.7442600950
14135.1 0.7590751908
14140.3 0.7708378073
14145.2 0.7808283890
14150.2 0.7890662835
14155.1 0.7963893820
14160.1 0.8031117392
14165.1 0.8082190370
14170.0 0.8174574435
14175.0 0.8256248039
14179.9 0.8342240847
14184.9 0.8442619462
14189.9 0.8532202608
14194.8 0.8631146836
14199.8 0.8733040287
14204.7 0.8824945578
14209.7 0.8917973271
14214.7 0.8998723740
14219.6 0.9058260616
14224.6 0.9108179773
14229.5 0.9141019051
14234.5 0.9185189471
14239.5 0.9191771981
14244.4 0.9203238378
14249.4 0.9193912609
14254.3 0.9192071824
14259.3 0.9166824401
14264.2 0.9152322098
14269.2 0.9138127548
14274.2 0.9126985294
14279.1 0.9106610035
14284.1 0.9087453309
14289.0 0.9078823113
14294.0 0.9071170798
14299.0 0.9033802639
14303.9 0.9056321484
14308.9 0.9053198128
14313.8 0.9054423074
14318.8 0.9030361141
14323.8 0.9057328782
14328.7 0.9056466493
14333.7 0.9054614530
14338.6 0.9057006915
14343.6 0.9056683862
14348.5 0.9052677061
14353.5 0.9047786968
14358.5 0.9047181921
14363.4 0.9044951345
14368.4 0.9058236049
14373.3 0.9044943800
14378.3 0.9044911947
14383.3 0.9050932394
14388.2 0.9069867469
14393.2 0.9080804947
14398.1 0.9102057484
14403.1 0.9119633427
14408.0 0.9154883132
14413.0 0.9187987773
14418.0 0.9221671096
14422.9 0.9253636096
14427.9 0.9295259554
14432.8 0.9318749965
14437.8 0.9372856964
14442.8 0.9408352445
14447.7 0.9442741601
14452.7 0.9470044931
14457.6 0.9498424614
14462.6 0.9510974469
14467.5 0.9524674889
14472.5 0.9524601428
14477.5 0.9522579522
14482.4 0.9509385853
14487.4 0.9497188972
14492.3 0.9476224295
14497.3 0.9451099536
14502.3 0.9412357053
14507.2 0.9386067399
14512.2 0.9352454315
14517.1 0.9318878558
14522.1 0.9284600263
14527.0 0.9263866419
14532.0 0.9222242471
14537.0 0.9192553451
14541.9 0.9169336886
14546.9 0.9152522683
14551.8 0.9128749057
14556.8 0.9110530730
14561.8 0.9099783384
14566.7 0.9089462602
14571.7 0.9079425321
14576.6 0.9072885425
14581.6 0.9068978393
14586.5 0.9065372881
14591.5 0.9061125873
14596.5 0.9059602430
14601.4 0.9062031314
14606.4 0.9066511858
14611.3 0.9072440479
14616.3 0.9074990239
14621.3 0.9079266814
14626.2 0.9095996520
14631.2 0.9110604327
14636.1 0.9119618955
14641.1 0.9132560016
14646.1 0.9151109330
14651.0 0.9171453875
14656.0 0.9192814383
14660.9 0.9221886587
14665.9 0.9243611140
14670.8 0.9269237293
14675.8 0.9294928876
14680.8 0.9318495473
14685.7 0.9344389034
14690.7 0.9360878740
14695.6 0.9373787752
14700.6 0.9383162231
14705.6 0.9388108610
14710.5 0.9393427363
14715.5 0.9386492979
14720.4 0.9378516646
14725.4 0.9369232540
14730.3 0.9349183544
14735.3 0.9329374918
14740.3 0.9304634500
14745.2 0.9282345310
14750.2 0.9262587086
14755.1 0.9238585818
14760.1 0.9223306187
14765.0 0.9209660576
14770.0 0.9204644605
14775.0 0.9196873798
14779.9 0.9204651601
14784.9 0.9210968595
14789.8 0.9239116840
14794.8 0.9265298239
14799.8 0.9296863430
14804.7 0.9329596155
14809.7 0.9375379216
14814.6 0.9417658968
14819.6 0.9453689237
14824.5 0.9494190816
14829.5 0.9532130382
14834.5 0.9558782816
14839.4 0.9584101069
14844.4 0.9592223206
14849.3 0.9598371359
14854.3 0.9588066717
14859.2 0.9571410606
14864.2 0.9534227439
14869.2 0.9494471574
14874.1 0.9449673667
14879.1 0.9387970505
14884.0 0.9320168473
14889.0 0.9248994534
14893.9 0.9163809604
14898.9 0.9070123027
14903.9 0.8961441721
14908.8 0.8833894789
14913.8 0.8691522791
14918.7 0.8519541522
14923.7 0.8321489920
14928.6 0.8074846056
14933.6 0.7789738655
14939.0 0.7463234641
14944.6 0.7089296843
14950.1 0.6678497550
14955.7 0.6234813126
14961.3 0.5760125536
14966.9 0.5273174698
14972.5 0.4784666613
14977.6 0.4320739342
14982.6 0.3870730823
14987.7 0.3455565343
14992.8 0.3066660027
14997.9 0.2713450315
15002.9 0.2396654498
15008.0 0.2119440039
15013.1 0.1879391717
15018.2 0.1663398713
15023.3 0.1479369193
15028.3 0.1313500084
15033.4 0.1168364719
15038.5 0.1043463577
15043.6 0.0933311535
15048.6 0.0842640042
15053.7 0.0759064299
15058.8 0.0682437585
15063.9 0.0620447867
15069.0 0.0559918239
15074.0 0.0508402107
15079.1 0.0463461889
15084.1 0.0421283782
15089.1 0.0384705358
15094.1 0.0350823816
15099.2 0.0319641231
15104.2 0.0292351241
15109.2 0.0267508825
15114.2 0.0241444613
15119.3 0.0223852295
15124.3 0.0202196557
15129.3 0.0184830993
15134.3 0.0169330607
15139.4 0.0155345504
15144.4 0.0141153149
15149.4 0.0128095020
15154.4 0.0117402164
15159.5 0.0108287807
15164.5 0.0098867816
15169.5 0.0090104009
15174.5 0.0082056128
15179.5 0.0075901938
15184.5 0.0070006660
15189.5 0.0064652603
15194.5 0.0060181330
15199.4 0.0054136173
15204.4 0.0050198117
15209.4 0.0047387321
15214.4 0.0043076883
15219.4 0.0040347725
15224.4 0.0036780906
15229.4 0.0034334965
15234.4 0.0032937128
15239.4 0.0030197850
15244.4 0.0029812851
15249.4 0.0026770353
15254.4 0.0023500223
15259.4 0.0024946628
15264.4 0.0022644082
15269.4 0.0019845766
15274.3 0.0018984991
15279.3 0.0018367266
15284.3 0.0017738050
15289.3 0.0016759118
15294.3 0.0017971500
15299.3 0.0015341643
15304.3 0.0012738612
15309.3 0.0012228651
15314.3 0.0011063010
15319.3 0.0010078421
15324.3 0.0010449444
15329.3 0.0009939825
15334.3 0.0008991236
15339.3 0.0008712221
15344.3 0.0007176187
15349.2 0.0008937017
15354.2 0.0007259238
15359.2 0.0006002971
15364.2 0.0006149725
15369.2 0.0006841994
15374.2 0.0006301632
15379.2 0.0005919569
15384.2 0.0004699751
15389.2 0.0003222469
15394.2 0.0005505861
15399.2 0.0003900209
15404.2 0.0004000857
15409.2 0.0002904134
15414.2 0.0002664737
15419.2 0.0002764541
15424.1 0.0001974005
15429.1 0.0003429228
15434.1 0.0003744555
15439.1 0.0002907838
15444.1 0.0002068532
15449.1 0.0001900823
15454.1 0.0002256653
15459.1 0.0002527760
15464.1 0.0003354000
15469.1 0.0002007744
15474.1 0.0002157687
